Ad schedule day and hour report
1 October 2025 - 31 December 2025
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Tuesday,19,S | General | EU | FR,EUR,78.33,12,1,8.33%,0.94,0.94,0.00%,0.00,0.00
Sunday,23,S | Brand | EU | FR,EUR,170.00,2,2,100.00%,0.17,0.34,0.00%,0.00,0.00
Saturday,4,S | General | UK,EUR,76.00,5,1,20.00%,0.38,0.38,0.00%,0.00,0.00
Friday,17,S | General | UK,EUR,75.61,66,5,7.58%,1.00,4.99,0.00%,0.00,0.00
Tuesday,7,S | General | UK,EUR,33.60,25,1,4.00%,0.84,0.84,100.00%,1.00,0.84
Saturday,11,S | Brand | EU | DE,EUR,2335.20,9,4,44.44%,5.25,21.02,0.00%,0.00,0.00
Wednesday,20,S | Brand | EU | DE,EUR,73.91,23,3,13.04%,0.57,1.70,0.00%,0.00,0.00
Wednesday,21,S | Brand | EU | DE,EUR,75.20,25,2,8.00%,0.94,1.88,0.00%,0.00,0.00
Sunday,12,S | Brand | EU | DE,EUR,146.15,13,1,7.69%,1.90,1.90,0.00%,0.00,0.00
Saturday,13,PMax | Rem | NL | New,EUR,23.07,"1,869",97,5.19%,0.44,43.12,3.09%,3.00,14.37
Saturday,20,PMax | Rem | NL | New,EUR,14.59,"2,489",102,4.10%,0.36,36.30,0.98%,1.00,36.30
Thursday,1,PMax | Rem | NL | New,EUR,13.02,291,13,4.47%,0.29,3.79,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | NL | New,EUR,17.92,"2,120",115,5.42%,0.33,37.99,0.00%,0.00,0.00
Tuesday,9,PMax | Rem | NL | New,EUR,13.59,"2,507",141,5.62%,0.24,34.06,0.00%,0.00,0.00
Sunday,5,PMax | Rem | NL | New,EUR,6.70,186,11,5.91%,0.11,1.25,0.00%,0.00,0.00
Sunday,13,PMax | Rem | NL | New,EUR,10.33,"2,080",92,4.42%,0.23,21.49,0.00%,0.00,0.00
Sunday,22,PMax | Rem | NL | New,EUR,9.47,"2,025",89,4.40%,0.22,19.17,1.12%,1.00,19.17
Wednesday,22,S | General | EU | EN,EUR,21.20,88,5,5.68%,0.37,1.87,0.00%,0.00,0.00
Monday,23,S | General | EU | EN,EUR,53.89,70,6,8.57%,0.63,3.77,0.00%,0.00,0.00
Sunday,8,Rem | EU | EN,EUR,0.19,107,2,1.87%,0.01,0.02,0.00%,0.00,0.00
Friday,11,Rem | EU | DE,EUR,12.77,70,3,4.29%,0.30,0.89,0.00%,0.00,0.00
Monday,11,Rem | EU | DE,EUR,52.02,101,2,1.98%,2.63,5.25,0.00%,0.00,0.00
Monday,19,Rem | NL,EUR,15.39,147,2,1.36%,1.13,2.26,0.00%,0.00,0.00
Sunday,19,Rem | NL,EUR,5.31,153,5,3.27%,0.16,0.81,0.00%,0.00,0.00
Thursday,5,PMax | Rem | FR,EUR,3.93,27,5,18.52%,0.02,0.11,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | FR,EUR,3.91,99,9,9.09%,0.04,0.39,0.00%,0.00,0.00
Tuesday,18,PMax | Rem | FR,EUR,8.21,269,13,4.83%,0.17,2.21,0.00%,0.00,0.00
Sunday,20,PMax | Rem | FR,EUR,9.95,171,10,5.85%,0.17,1.70,0.00%,0.00,0.00
Monday,13,S | Brand | NL,EUR,21.67,18,7,38.89%,0.06,0.39,3.03%,0.21,1.84
Monday,23,S | Brand | NL,EUR,3.00,10,3,30.00%,0.01,0.03,0.00%,0.00,0.00
Sunday,4,S | Brand | NL,EUR,5.00,2,1,50.00%,0.01,0.01,100.00%,1.00,0.01
Sunday,9,S | Brand | NL,EUR,22.07,42,13,30.95%,0.07,0.93,7.69%,1.00,0.93
Friday,4,PMax | Rem | DE,EUR,8.78,36,4,11.11%,0.08,0.32,0.00%,0.00,0.00
Monday,0,PMax | Rem | DE,EUR,9.27,140,17,12.14%,0.08,1.30,0.00%,0.00,0.00
Monday,14,PMax | Rem | DE,EUR,33.94,302,15,4.97%,0.68,10.25,0.00%,0.00,0.00
Sunday,10,PMax | Rem | DE,EUR,11.59,474,13,2.74%,0.42,5.49,0.00%,0.00,0.00
Sunday,22,PMax | Rem | DE,EUR,9.38,692,25,3.61%,0.26,6.49,4.00%,1.00,6.49
Wednesday,23,PMax | Rem | UK,EUR,17.69,247,19,7.69%,0.23,4.37,0.00%,0.00,0.00
Tuesday,2,PMax | Rem | UK,EUR,3.42,472,65,13.77%,0.02,1.61,0.00%,0.00,0.00
Tuesday,12,PMax | Rem | UK,EUR,2.12,"3,670",57,1.55%,0.14,7.79,0.00%,0.00,0.00
Sunday,1,PMax | Rem | UK,EUR,1.03,"1,931",11,0.57%,0.18,1.99,0.00%,0.00,0.00
Sunday,5,PMax | Rem | UK,EUR,0.33,267,4,1.50%,0.02,0.09,0.00%,0.00,0.00
Sunday,8,PMax | Rem | UK,EUR,14.82,341,10,2.93%,0.51,5.05,0.00%,0.00,0.00
Friday,23,PMAX | shopping | EU | EN,EUR,1.19,132,2,1.52%,0.08,0.16,0.00%,0.00,0.00
Tuesday,3,PMAX | shopping | EU | EN,EUR,0.07,"1,994",4,0.20%,0.04,0.15,0.00%,0.00,0.00
Tuesday,19,PMAX | shopping | EU | EN,EUR,0.11,859,1,0.12%,0.10,0.10,0.00%,0.00,0.00
Sunday,18,PMAX | shopping | EU | EN,EUR,0.36,"17,836",140,0.78%,0.05,6.35,0.00%,0.00,0.00
Wednesday,3,S | General | NL,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,17,S | Brand | EU | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,4,S | General | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,Rem | EU | DE,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,19,Rem | EU | DE,EUR,0.00,37,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,Rem | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,Rem | NL,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,21,Rem | NL,EUR,0.00,188,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,22,Rem | NL,EUR,0.00,116,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,20,Rem | NL,EUR,0.00,47,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,1,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,6,Rem | EU | FR,EUR,0.00,45,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,19,PMAX | shopping | EU | EN,EUR,0.00,83,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,0,S | General | UK,EUR,179.12,34,6,17.65%,1.02,6.09,16.67%,1.00,6.09
Saturday,13,S | General | UK,EUR,166.78,82,11,13.41%,1.24,13.68,18.18%,2.00,6.84
Friday,20,S | General | UK,EUR,102.65,60,8,13.33%,0.77,6.16,0.00%,0.00,0.00
Thursday,11,S | General | UK,EUR,33.01,73,4,5.48%,0.60,2.41,0.00%,0.00,0.00
Monday,12,S | General | UK,EUR,65.51,47,4,8.51%,0.77,3.08,0.00%,0.00,0.00
Sunday,8,S | General | UK,EUR,40.20,50,2,4.00%,1.01,2.01,0.00%,0.00,0.00
Sunday,10,S | General | UK,EUR,124.94,91,10,10.99%,1.14,11.37,0.00%,0.00,0.00
Sunday,23,S | General | UK,EUR,75.64,95,10,10.53%,0.72,7.19,0.00%,0.00,0.00
Saturday,17,S | Brand | EU | DE,EUR,72.38,21,5,23.81%,0.30,1.52,40.00%,2.00,0.76
Tuesday,7,S | Brand | EU | DE,EUR,0.63,16,1,6.25%,0.01,0.01,0.00%,0.00,0.00
Monday,17,S | Brand | EU | DE,EUR,0.71,14,1,7.14%,0.01,0.01,0.00%,0.00,0.00
Sunday,20,S | Brand | EU | DE,EUR,1336.09,23,3,13.04%,10.24,30.73,0.00%,0.00,0.00
Friday,5,PMax | Rem | NL | New,EUR,6.18,253,13,5.14%,0.12,1.56,0.00%,0.00,0.00
Wednesday,17,PMax | Rem | NL | New,EUR,10.94,"1,736",84,4.84%,0.23,19.00,0.93%,0.78,24.25
Wednesday,20,PMax | Rem | NL | New,EUR,10.59,"2,623",89,3.39%,0.31,27.79,1.12%,1.00,27.79
Monday,1,PMax | Rem | NL | New,EUR,8.72,332,20,6.02%,0.14,2.89,0.00%,0.00,0.00
Monday,16,PMax | Rem | NL | New,EUR,8.73,"1,743",93,5.34%,0.16,15.21,0.54%,0.50,30.42
Sunday,18,PMax | Rem | NL | New,EUR,9.09,"1,841",101,5.49%,0.17,16.73,0.00%,0.00,0.00
Tuesday,12,S | General | EU | EN,EUR,4.46,74,1,1.35%,0.33,0.33,0.00%,0.00,0.00
Friday,5,Rem | EU | DE,EUR,45.56,17,1,5.88%,0.77,0.77,0.00%,0.00,0.00
Thursday,8,Rem | EU | DE,EUR,11.39,63,7,11.11%,0.10,0.72,0.00%,0.00,0.00
Tuesday,22,Rem | EU | DE,EUR,3.04,1,1,100.00%,0.00,0.00,0.00%,0.00,0.00
Tuesday,15,Rem | NL,EUR,34.40,50,1,2.00%,1.72,1.72,0.00%,0.00,0.00
Saturday,5,PMax | Rem | FR,EUR,5.21,59,3,5.08%,0.10,0.31,0.00%,0.00,0.00
Saturday,12,PMax | Rem | FR,EUR,17.12,333,20,6.01%,0.29,5.70,0.00%,0.00,0.00
Wednesday,22,PMax | Rem | FR,EUR,9.49,139,21,15.11%,0.06,1.32,0.00%,0.00,0.00
Sunday,10,PMax | Rem | FR,EUR,5.53,169,10,5.92%,0.09,0.93,0.00%,0.00,0.00
Sunday,23,PMax | Rem | FR,EUR,9.29,87,5,5.75%,0.16,0.81,0.00%,0.00,0.00
Saturday,8,S | General | NL,EUR,63.96,196,11,5.61%,1.14,12.54,13.64%,1.50,8.36
Saturday,9,S | General | NL,EUR,53.93,263,11,4.18%,1.29,14.18,21.21%,2.33,6.08
Saturday,12,S | General | NL,EUR,101.04,227,17,7.49%,1.35,22.94,11.76%,2.00,11.47
Saturday,17,S | General | NL,EUR,165.77,231,22,9.52%,1.74,38.29,4.55%,1.00,38.29
Wednesday,12,S | General | NL,EUR,78.32,186,12,6.45%,1.21,14.57,8.33%,1.00,14.57
Tuesday,18,S | General | NL,EUR,61.05,146,9,6.16%,0.99,8.91,22.22%,2.00,4.46
Monday,18,S | General | NL,EUR,60.00,179,11,6.15%,0.98,10.74,0.00%,0.00,0.00
Saturday,15,S | General | EU | DE,EUR,77.97,79,7,8.86%,0.88,6.16,0.00%,0.00,0.00
Tuesday,15,S | Brand | EU | EN,EUR,58.40,2,2,100.00%,0.06,0.12,0.00%,0.00,0.00
Monday,11,PMax | Rem | EU | EN,EUR,2.32,"1,763",52,2.95%,0.08,4.09,0.00%,0.00,0.00
Sunday,18,PMax | Rem | EU | EN,EUR,2.94,"1,918",107,5.58%,0.05,5.64,0.00%,0.00,0.00
Saturday,21,S | General | EU | FR,EUR,47.44,44,2,4.55%,1.04,2.09,0.00%,0.00,0.00
Monday,6,S | General | EU | FR,EUR,63.53,17,1,5.88%,1.08,1.08,0.00%,0.00,0.00
Sunday,12,S | General | EU | FR,EUR,206.50,20,3,15.00%,1.38,4.13,0.00%,0.00,0.00
Saturday,17,S | Brand | NL,EUR,253.40,29,11,37.93%,0.67,7.35,18.18%,2.00,3.67
Wednesday,22,S | Brand | NL,EUR,18.61,31,13,41.94%,0.04,0.58,15.38%,2.00,0.29
Tuesday,10,S | Brand | NL,EUR,84.74,20,9,45.00%,0.19,1.69,11.11%,1.00,1.69
Tuesday,22,S | Brand | NL,EUR,78.65,32,11,34.38%,0.23,2.52,18.18%,2.00,1.26
Monday,17,S | Brand | NL,EUR,10.00,14,4,28.57%,0.04,0.14,25.00%,1.00,0.14
Saturday,22,PMax | Rem | DE,EUR,3.94,"1,865",12,0.64%,0.61,7.35,0.00%,0.00,0.00
Thursday,16,PMax | Rem | DE,EUR,3.80,575,14,2.43%,0.16,2.19,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | DE,EUR,28.78,311,13,4.18%,0.69,8.95,0.00%,0.00,0.00
Tuesday,23,PMax | Rem | DE,EUR,27.44,222,11,4.95%,0.55,6.09,0.00%,0.00,0.00
Monday,4,PMax | Rem | DE,EUR,41.62,67,7,10.45%,0.40,2.79,0.00%,0.00,0.00
Monday,18,PMax | Rem | DE,EUR,50.26,419,21,5.01%,1.00,21.06,0.00%,0.00,0.00
Sunday,14,PMax | Rem | DE,EUR,11.23,343,14,4.08%,0.28,3.85,7.14%,1.00,3.85
Saturday,0,PMax | Rem | UK,EUR,8.95,321,19,5.92%,0.15,2.87,0.00%,0.00,0.00
Friday,11,PMax | Rem | UK,EUR,35.93,229,11,4.80%,0.75,8.23,0.00%,0.00,0.00
Thursday,0,PMAX | shopping | EU | EN,EUR,0.16,"35,457",93,0.26%,0.06,5.63,0.00%,0.00,0.00
Thursday,23,PMAX | shopping | EU | EN,EUR,0.55,103,1,0.97%,0.06,0.06,0.00%,0.00,0.00
Monday,21,PMAX | shopping | EU | EN,EUR,0.16,"13,633",82,0.60%,0.03,2.19,0.00%,0.00,0.00
Monday,5,S | General | UK,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,1,S | Brand | EU | DE,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,2,S | Brand | EU | DE,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,S | General | EU | EN,EUR,0.00,32,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,17,S | General | EU | EN,EUR,0.00,45,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,Rem | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,2,Rem | NL,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,16,Rem | NL,EUR,0.00,102,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,S | General | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,13,S | Brand | EU | EN,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,S | General | EU | FR,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,7,S | General | EU | FR,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,17,S | Brand | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,0,S | Brand | NL,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,Rem | EU | FR,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,4,PMAX | shopping | EU | EN,EUR,0.00,163,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,23,S | Brand | EU | DE,EUR,26.67,9,2,22.22%,0.12,0.24,0.00%,0.00,0.00
Friday,9,PMax | Rem | NL | New,EUR,14.85,"1,674",85,5.08%,0.29,24.86,0.00%,0.00,0.00
Friday,16,PMax | Rem | NL | New,EUR,17.76,"1,407",65,4.62%,0.38,24.99,0.00%,0.00,0.00
Monday,3,PMax | Rem | NL | New,EUR,2.83,139,6,4.32%,0.07,0.39,0.00%,0.00,0.00
Wednesday,1,S | General | EU | EN,EUR,103.16,19,3,15.79%,0.65,1.96,0.00%,0.00,0.00
Wednesday,9,S | General | EU | EN,EUR,67.16,127,11,8.66%,0.78,8.53,0.00%,0.00,0.00
Tuesday,23,S | General | EU | EN,EUR,12.46,61,3,4.92%,0.25,0.76,0.00%,0.00,0.00
Monday,7,S | General | EU | EN,EUR,47.47,57,5,8.77%,0.54,2.71,20.00%,1.00,2.71
Saturday,9,Rem | EU | EN,EUR,164.92,113,6,5.31%,3.11,18.64,0.00%,0.00,0.00
Monday,7,Rem | EU | EN,EUR,6.52,97,4,4.12%,0.16,0.63,0.00%,0.00,0.00
Thursday,0,Rem | EU | DE,EUR,49.37,19,1,5.26%,0.94,0.94,0.00%,0.00,0.00
Thursday,6,Rem | EU | DE,EUR,10.58,31,1,3.23%,0.33,0.33,0.00%,0.00,0.00
Wednesday,10,Rem | NL,EUR,25.55,101,2,1.98%,1.29,2.58,0.00%,0.00,0.00
Friday,9,PMax | Rem | FR,EUR,10.47,444,47,10.59%,0.10,4.65,0.00%,0.00,0.00
Thursday,21,PMax | Rem | FR,EUR,5.82,191,10,5.24%,0.11,1.11,0.00%,0.00,0.00
Wednesday,2,PMax | Rem | FR,EUR,0.91,43,8,18.60%,0.00,0.04,0.00%,0.00,0.00
Wednesday,8,PMax | Rem | FR,EUR,1.57,287,10,3.48%,0.05,0.45,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | FR,EUR,45.20,272,17,6.25%,0.72,12.30,0.00%,0.00,0.00
Tuesday,15,PMax | Rem | FR,EUR,7.93,312,18,5.77%,0.14,2.47,0.00%,0.00,0.00
Saturday,19,S | General | UK,EUR,78.90,91,9,9.89%,0.80,7.18,0.00%,0.00,0.00
Friday,6,S | General | UK,EUR,116.42,6,1,16.67%,0.70,0.70,0.00%,0.00,0.00
Friday,12,S | General | UK,EUR,57.58,61,3,4.92%,1.17,3.51,0.00%,0.00,0.00
Thursday,0,S | General | UK,EUR,63.21,68,9,13.24%,0.48,4.30,0.00%,0.00,0.00
Thursday,19,S | General | UK,EUR,27.26,62,3,4.84%,0.56,1.69,0.00%,0.00,0.00
Wednesday,4,S | General | UK,EUR,36.25,8,1,12.50%,0.29,0.29,0.00%,0.00,0.00
Monday,11,S | General | UK,EUR,54.45,65,6,9.23%,0.59,3.54,0.00%,0.00,0.00
Thursday,14,S | General | NL,EUR,56.51,143,8,5.59%,1.01,8.08,0.00%,0.00,0.00
Tuesday,21,S | General | NL,EUR,114.79,274,26,9.49%,1.21,31.45,0.00%,0.00,0.00
Saturday,22,S | General | EU | DE,EUR,40.64,47,3,6.38%,0.64,1.91,0.00%,0.00,0.00
Thursday,6,S | General | EU | DE,EUR,33.58,29,2,6.90%,0.49,0.97,0.00%,0.00,0.00
Monday,22,S | General | EU | DE,EUR,22.54,32,1,3.13%,0.72,0.72,0.00%,0.00,0.00
Sunday,13,S | General | EU | DE,EUR,91.30,54,3,5.56%,1.64,4.93,0.00%,0.00,0.00
Sunday,20,S | General | EU | DE,EUR,99.80,87,9,10.34%,0.96,8.68,0.00%,0.00,0.00
Thursday,16,S | Brand | EU | EN,EUR,40.00,1,1,100.00%,0.04,0.04,0.00%,0.00,0.00
Friday,3,PMax | Rem | EU | EN,EUR,2.31,113,8,7.08%,0.03,0.26,0.00%,0.00,0.00
Thursday,0,PMax | Rem | EU | EN,EUR,3.11,550,49,8.91%,0.03,1.71,0.00%,0.00,0.00
Wednesday,19,PMax | Rem | EU | EN,EUR,12.53,832,52,6.25%,0.20,10.43,0.00%,0.00,0.00
Monday,1,PMax | Rem | EU | EN,EUR,13.71,333,22,6.61%,0.21,4.57,0.00%,0.00,0.00
Monday,23,PMax | Rem | EU | EN,EUR,4.80,882,71,8.05%,0.06,4.23,0.00%,0.00,0.00
Sunday,20,PMax | Rem | EU | EN,EUR,9.76,"1,939",85,4.38%,0.22,18.92,0.00%,0.00,0.00
Saturday,15,S | General | EU | FR,EUR,91.74,47,4,8.51%,1.08,4.31,0.00%,0.00,0.00
Wednesday,15,S | General | EU | FR,EUR,40.00,22,1,4.55%,0.88,0.88,0.00%,0.00,0.00
Tuesday,13,S | General | EU | FR,EUR,40.21,23,2,8.70%,0.46,0.92,0.00%,0.00,0.00
Sunday,16,S | General | EU | FR,EUR,28.44,32,2,6.25%,0.46,0.91,0.00%,0.00,0.00
Sunday,18,S | General | EU | FR,EUR,84.13,31,3,9.68%,0.87,2.61,0.00%,0.00,0.00
Friday,4,S | Brand | NL,EUR,4.99,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Tuesday,0,S | Brand | NL,EUR,2863.33,3,2,66.67%,4.30,8.59,0.00%,0.00,0.00
Tuesday,4,S | Brand | NL,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Monday,5,S | Brand | NL,EUR,2.50,4,1,25.00%,0.01,0.01,0.00%,0.00,0.00
Monday,11,S | Brand | NL,EUR,80.58,32,13,40.63%,0.20,2.58,7.69%,1.00,2.58
Thursday,22,PMax | Rem | DE,EUR,19.82,406,21,5.17%,0.38,8.05,0.00%,0.00,0.00
Tuesday,8,PMax | Rem | DE,EUR,1.84,281,2,0.71%,0.26,0.52,0.00%,0.00,0.00
Tuesday,9,PMax | Rem | DE,EUR,17.88,238,10,4.20%,0.43,4.26,0.00%,0.00,0.00
Saturday,17,PMax | Rem | UK,EUR,14.56,453,35,7.73%,0.19,6.60,0.00%,0.00,0.00
Thursday,6,PMax | Rem | UK,EUR,21.70,47,3,6.38%,0.34,1.02,0.00%,0.00,0.00
Thursday,23,PMax | Rem | UK,EUR,2.53,"3,218",30,0.93%,0.27,8.13,0.00%,0.00,0.00
Wednesday,12,PMax | Rem | UK,EUR,28.92,225,9,4.00%,0.72,6.51,0.00%,0.00,0.00
Tuesday,15,PMax | Rem | UK,EUR,0.74,"3,407",64,1.88%,0.04,2.52,0.00%,0.00,0.00
Saturday,19,Rem | EU | FR,EUR,48.54,102,8,7.84%,0.62,4.95,0.00%,0.00,0.00
Friday,21,PMAX | shopping | EU | EN,EUR,0.59,267,1,0.37%,0.16,0.16,0.00%,0.00,0.00
Wednesday,1,PMAX | shopping | EU | EN,EUR,0.08,"4,025",6,0.15%,0.06,0.34,0.00%,0.00,0.00
Tuesday,15,PMAX | shopping | EU | EN,EUR,0.14,"24,213",108,0.45%,0.03,3.49,0.00%,0.00,0.00
Sunday,19,S | Brand | EU | DE,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,Rem | NL,EUR,0.00,62,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,22,Rem | NL,EUR,0.00,151,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,Rem | NL,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,1,Rem | NL,EUR,0.00,47,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,8,Rem | NL,EUR,0.00,209,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,6,S | General | UK,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,13,S | Brand | EU | EN,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,18,S | General | NL,EUR,59.97,131,9,6.87%,0.87,7.86,0.00%,0.00,0.00
Wednesday,17,S | General | NL,EUR,58.70,155,9,5.81%,1.01,9.10,0.00%,0.00,0.00
Wednesday,20,S | General | NL,EUR,74.36,289,17,5.88%,1.26,21.49,0.00%,0.00,0.00
Monday,7,S | General | NL,EUR,65.81,168,9,5.36%,1.23,11.06,0.00%,0.00,0.00
Sunday,6,S | General | NL,EUR,67.29,59,3,5.08%,1.32,3.97,33.33%,1.00,3.97
Sunday,10,S | General | NL,EUR,113.03,259,23,8.88%,1.27,29.27,13.04%,3.00,9.76
Saturday,18,S | General | EU | DE,EUR,13.29,73,1,1.37%,0.97,0.97,0.00%,0.00,0.00
Thursday,17,S | General | EU | DE,EUR,55.90,39,2,5.13%,1.09,2.18,0.00%,0.00,0.00
Wednesday,11,S | General | EU | DE,EUR,40.45,67,2,2.99%,1.36,2.71,0.00%,0.00,0.00
Wednesday,20,S | General | EU | DE,EUR,61.74,46,4,8.70%,0.71,2.84,0.00%,0.00,0.00
Tuesday,5,S | General | EU | DE,EUR,162.00,10,1,10.00%,1.62,1.62,0.00%,0.00,0.00
Tuesday,18,S | General | EU | DE,EUR,53.24,34,1,2.94%,1.81,1.81,0.00%,0.00,0.00
Friday,22,S | Brand | UK,EUR,225.00,2,1,50.00%,0.45,0.45,0.00%,0.00,0.00
Saturday,14,S | Brand | EU | EN,EUR,10.00,1,1,100.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,11,PMax | Rem | EU | EN,EUR,6.24,903,73,8.08%,0.08,5.64,0.00%,0.00,0.00
Thursday,16,PMax | Rem | EU | EN,EUR,7.22,"1,100",76,6.91%,0.10,7.94,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | EU | EN,EUR,21.90,761,40,5.26%,0.42,16.67,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | EU | EN,EUR,6.58,"1,171",80,6.83%,0.10,7.70,0.00%,0.00,0.00
Monday,6,PMax | Rem | EU | EN,EUR,1.65,379,16,4.22%,0.04,0.63,0.00%,0.00,0.00
Saturday,16,S | General | EU | FR,EUR,27.04,54,2,3.70%,0.73,1.46,0.00%,0.00,0.00
Saturday,22,S | General | EU | FR,EUR,10.93,28,1,3.57%,0.31,0.31,0.00%,0.00,0.00
Friday,14,S | General | EU | FR,EUR,134.72,16,3,18.75%,0.72,2.16,0.00%,0.00,0.00
Thursday,6,S | General | EU | FR,EUR,541.00,10,5,50.00%,1.08,5.41,0.00%,0.00,0.00
Wednesday,7,S | General | EU | FR,EUR,33.16,19,1,5.26%,0.63,0.63,0.00%,0.00,0.00
Wednesday,17,S | General | EU | FR,EUR,55.59,17,2,11.76%,0.47,0.95,0.00%,0.00,0.00
Friday,9,S | General | UK,EUR,92.74,62,8,12.90%,0.72,5.75,0.00%,0.00,0.00
Friday,11,S | General | UK,EUR,86.29,70,5,7.14%,1.21,6.04,0.00%,0.00,0.00
Friday,18,S | General | UK,EUR,80.16,57,6,10.53%,0.76,4.57,0.00%,0.00,0.00
Thursday,16,S | General | UK,EUR,150.98,50,9,18.00%,0.84,7.55,0.00%,0.00,0.00
Wednesday,11,S | General | UK,EUR,32.09,97,5,5.15%,0.62,3.11,0.00%,0.00,0.00
Wednesday,22,S | General | UK,EUR,94.81,108,11,10.19%,0.93,10.24,0.00%,0.00,0.00
Monday,10,S | General | UK,EUR,20.84,54,2,3.70%,0.56,1.13,0.00%,0.00,0.00
Monday,21,S | General | UK,EUR,96.92,125,19,15.20%,0.64,12.11,0.00%,0.00,0.00
Sunday,4,S | General | UK,EUR,102.50,4,1,25.00%,0.41,0.41,0.00%,0.00,0.00
Friday,10,S | Brand | EU | DE,EUR,1203.18,14,2,14.29%,8.42,16.84,0.00%,0.00,0.00
Friday,17,S | Brand | EU | DE,EUR,85.71,14,3,21.43%,0.40,1.20,0.00%,0.00,0.00
Tuesday,21,S | Brand | EU | DE,EUR,80.00,10,3,30.00%,0.27,0.80,33.33%,1.00,0.80
Monday,0,S | Brand | EU | DE,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,8,PMax | Rem | NL | New,EUR,13.92,"1,458",48,3.29%,0.42,20.30,0.00%,0.00,0.00
Thursday,3,PMax | Rem | NL | New,EUR,29.97,109,10,9.17%,0.33,3.27,0.00%,0.00,0.00
Thursday,13,PMax | Rem | NL | New,EUR,14.50,"1,610",66,4.10%,0.35,23.34,1.52%,1.00,23.34
Wednesday,8,PMax | Rem | NL | New,EUR,8.98,"2,160",120,5.56%,0.16,19.39,0.83%,1.00,19.39
Monday,17,PMax | Rem | NL | New,EUR,7.09,"1,907",92,4.82%,0.15,13.53,0.00%,0.00,0.00
Monday,18,PMax | Rem | NL | New,EUR,12.40,"2,164",99,4.57%,0.27,26.84,0.00%,0.00,0.00
